source,target,lag,coefficient,p_value
26,33,1,0.05930485521646717,0.000630090369947217
26,36,2,0.062132563798087945,0.0003400656485728927
26,38,2,0.058380975912914905,0.000765503725900151
26,42,1,-0.059408781362035486,0.0006210404339555848
26,47,1,0.06991305427432294,5.564590016312774e-05
26,49,1,-0.06755961499739133,9.885571586244925e-05
26,52,1,0.0655323119911637,0.00015736796927939397
26,55,1,0.06375516189312963,0.00023701852898143756
26,59,1,-0.06410422702654174,0.00022041612410274536
27,2,1,-0.10599142187099343,9.784643193173599e-10
27,3,1,-0.08465516710854915,1.0592591648133634e-06
27,11,1,0.11081008805521557,1.571427703073861e-10
27,13,1,0.19633874271387544,3.59656408154757e-30
27,24,1,-0.060024421090058344,0.0005467545953927441
27,27,1,0.18954916027720356,3.5100590287688113e-28
27,29,1,-0.0639283929806656,0.00023241344736316504
27,36,1,0.12454501103766481,6.096364927783722e-13
27,38,1,0.060348829280894335,0.0005079951873866118
27,54,1,-0.1791476360088965,2.6584398123980573e-25
27,56,1,0.10448975550881309,1.6452886446335971e-09
27,57,1,0.11000724757435584,2.2674025537733804e-10
28,9,1,-0.06781088933567249,9.310280832774235e-05
28,9,2,-0.08112885865221806,2.9106332667932767e-06
28,16,1,0.0910938496721162,1.4584106200033736e-07
28,16,2,-0.05716950740300306,0.0009823621695159112
28,28,1,0.24020579031863573,8.196041428052083e-45
28,34,2,-0.06704187861475146,0.0001107208553878515
28,39,1,-0.1265365495974259,2.5864823011292933e-13
28,41,1,-0.1391109633584413,8.249641255086521e-16
28,42,1,-0.08030367549070234,3.6814196333888656e-06
28,47,2,-0.06729706905153139,0.00010471917352528645
28,53,1,0.06376468345817408,0.00023599534427965187
28,53,2,-0.0596085272053145,0.0005884339128109773
29,11,1,0.09054362429989742,1.7784699197607798e-07
29,13,2,0.06045883883955754,0.00049805163614363
29,14,1,-0.07819669807230897,6.645467984490292e-06
29,17,1,-0.06939669792060167,6.412587669696035e-05
29,24,1,-0.08738837057640224,4.730364757383155e-07
29,27,1,0.12357048972805366,9.59748059097166e-13
29,27,2,-0.057225020035259415,0.000986819898072482
29,29,1,0.37007413963348684,5.921519330959259e-108
29,32,1,0.0716141385690621,3.6951785166885216e-05
29,35,1,0.06897855476853862,7.170788846652502e-05
29,36,1,-0.07818578703000345,6.60145073739126e-06
29,43,1,0.07301101227537606,2.5941894474860267e-05
29,50,1,0.08553433471182534,8.17400844833356e-07
30,1,1,0.08104628271982724,3.0307665487208276e-06
30,1,2,-0.062356021498259,0.00033251337833801824
30,2,4,0.059767395071089406,0.0005843206258224783
30,19,1,-0.07055371197614393,4.8006833064049826e-05
30,19,2,0.059696147333740054,0.0005864607416332148
30,29,3,-0.06449713892681752,0.0002051478617992967
30,30,1,0.27573217127845384,6.770292902987285e-59
30,30,2,0.09589021929272833,3.202731492506624e-08
30,30,3,0.057539936039331434,0.000924937730682825
30,30,4,0.07868819104539473,5.830205035741981e-06
30,40,3,-0.0586900238433213,0.000724150478813726
30,44,1,-0.08732997616107337,4.872211536595221e-07
30,44,4,0.06593058710530518,0.00014781739675025796
30,46,1,0.06740430428069287,0.00010357219745742124
30,48,1,-0.06131858379802581,0.0004150254536967491
30,48,3,0.05834843120434478,0.000782142747523814
30,48,4,0.0671987550272448,0.00010900631298488342
30,52,2,0.0675667532435858,9.916724276165256e-05
30,54,1,-0.07932799604693608,4.874569284792727e-06
30,57,1,0.10054330665940414,6.928695017620768e-09
30,58,1,0.10040890347633127,6.997334248480876e-09
31,0,1,0.08762243262943506,4.354476972915587e-07
31,4,1,0.09131905509477958,1.3821240243784485e-07
31,18,1,0.09583718544702496,3.182716999290734e-08
31,19,1,-0.06951175167959386,6.12441859214268e-05
31,21,1,0.08440156365824726,1.1283117631014547e-06
31,27,1,-0.07673444443573241,9.647648553196112e-06
31,31,1,0.20445036222584445,1.1093718775988352e-32
31,32,1,-0.13936348574090007,7.16758900361926e-16
31,50,1,-0.08778822921215451,4.0749329699053817e-07
31,58,1,0.05811762615806179,0.000810259748302829
32,0,1,-0.06559623924736273,0.00015791731258159343
32,4,1,-0.09065280658529871,1.7260904771258533e-07
32,11,1,0.12388505470512914,8.012058532506579e-13
32,13,1,-0.05900615961547875,0.0006750072251271022
32,18,1,0.09634280854631716,2.7046327803069384e-08
32,24,1,0.1344918010506459,7.420054742025305e-15
32,29,1,0.07456810544752247,1.7308449746971325e-05
32,31,1,-0.060315790241359135,0.0005066431014701752
32,32,1,0.20072145429107774,1.6435199633083302e-31
32,33,1,-0.07335514666244276,2.3419465105083113e-05
32,50,1,-0.10186100392856769,4.090400808203235e-09
32,56,1,0.09632926123481149,2.729912262933069e-08
33,3,1,0.06305451409959459,0.00028109523764019927
33,10,1,-0.14206288088668856,2.0899829517535111e-16
33,18,1,-0.10636591211713611,8.243472089407301e-10
33,22,1,0.1283346991511298,1.1688887464456298e-13
33,23,1,-0.0962560759595467,2.7970339990039883e-08
33,23,2,0.05760992284863673,0.0009051650851334476
33,29,3,-0.06324715350499313,0.00026979821694449223
33,31,1,0.08056750273456513,3.362051346469073e-06
33,32,1,-0.09957784260764546,9.029419859580126e-09
33,33,1,0.18221770863530712,3.718556494807259e-26
33,50,1,0.08854330647885793,3.2623796084678117e-07
33,58,1,0.07460461866848538,1.7144502918945133e-05
34,0,1,0.06782562268457304,9.322955463423826e-05
34,5,1,-0.12475991422935252,5.473109721625588e-13
34,7,1,0.09053436280850653,1.7535163722760133e-07
34,8,1,-0.07593842814672688,1.2001190507576713e-05
34,12,1,-0.10481171248476999,1.4245114963902725e-09
34,15,1,0.06056163114501672,0.0004814109485170183
34,24,1,-0.06559316112404305,0.00015658860970467042
34,28,1,-0.07637677228186673,1.0518543928544256e-05
34,34,1,0.2111891960804664,8.72340807165373e-35
34,39,1,0.08043962923685902,3.5202848218861704e-06
34,40,1,0.11844474323568062,7.690584011548085e-12
34,41,1,0.10391562258405693,1.9762197351383375e-09
34,42,2,0.07336501986273879,2.3693716390473458e-05
